prop_name,area1,lat,lng
Al Manal Residence 2, Dubai Silicon Oasis,25.11909485,55.39383316
Burj Views C, Burj Views,25.1908741,55.2816658
Golden Sands 1, Mankhool,25.25341034,55.29459
Jawharat AlFaihaa, Al Warsan 4,25.14937782,55.40439987
IC1-EMR-23, Emirates Cluster,25.16007996,55.42274094
Creek Gate Tower 2, Creek Gate,25.20558548,55.34700394
Burj Nahar Building, Al Muteena,25.27721024,55.31994247
District 2, Jumeirah Village Triangle,25.03984642,55.17791367
Al Khair 1, Al Satwa,25.21739388,55.27308655
Rohy, Al Warsan 4,25.1477108,55.40601349
Qamar 1, Madinat Badr,25.23738861,55.41456604
Aparthotel Adagio Premium Dubai Al Barsha, Al Barsha,25.1124382,55.18883514
Art 8, Barsha Heights (Tecom),25.09436226,55.17460251
Wasl R441, Al Barsha 1,25.1127224,55.191185
Adaire 2, Al Satwa,25.22694206,55.27986145
Al Yass Tower, Emaar 6 Towers,25.08348274,55.14868927
Al Manal Pearl, La Vista Residence,25.11734009,55.39400101
La Cascade, Jumeirah Garden City,25.22867775,55.28213882
Burj Khalifa Area, Downtown Dubai,25.19585419,55.27299118
Al Sahab 2, Al Sahab,25.07597351,55.13568878
Micasa Avenue, Al Furjan,25.02192116,55.1559906
Al Mesk Tower, Emaar 6 Towers,25.08433533,55.14925003
Sahara Meadows 1, Sahara Meadows,24.88739967,55.06919479
Al Bafta Grand, Mankhool,25.25218582,55.29863358
Nadd Al Hammar, Dubai,25.19997025,55.38483047
SBO Tower, Al Barsha 1,25.11541748,55.20513916
Makani Building, Al Muraqqabat,25.26918793,55.32731628
Building 14, City Walk,25.20250511,55.26072311
Blue 1, Al Nahda 2,25.28839493,55.3771286
Artesia, DAMAC Hills,25.020298,55.2452774
Nad Al Hamar Avenues, Nadd Al Hammar,25.18919754,55.38323212
AR1, Al Nahda 1,25.28713417,55.36020279
Al Safa 1, Al Safa,25.17948151,55.23973083
Al Barsha 2, Al Barsha,25.09908485,55.21188736
F49 Avenue Building, Phase 3,25.14329529,55.39403915
Dubai Creek Residence Tower 1 North, Dubai Creek Harbour (The Lagoons),25.20463181,55.34345627
Azizi Jewel, Al Furjan,25.01844978,55.12706757
Diamond Views, Jumeirah Village Circle,25.06354332,55.21518326
Sunrise Building, Al Nahda 2,25.2924881,55.3726387
Al Muraqqabat, Deira,25.26714897,55.32300186
Prime Views by Prescott, Meydan Avenue,25.15694427,55.29391479
Uptown Dubai, Jumeirah Lake Towers,25.06104279,55.14030838
Atria Residences, Business Bay,25.1805439,55.26373291
Loreto 1 A, Loreto,25.01489639,55.25513458
The Pulse Beachfront, The Pulse,24.93414116,55.22332764
Al Habtoor Tower, Dubai Marina,25.08306885,55.14770126
Jebel Ali, Dubai,25.03430367,55.11544418
Riviera Residence, International City,25.16713333,55.40852737
P07, France Cluster,25.16109085,55.40350723
Torino, Arjan,25.0660553,55.23194885
Nad Al Sheba Gardens, Nad Al Sheba 1,25.13658524,55.31227112
MAG 505, MAG 5,24.96003723,55.19684219
Almeer Building, Barsha Heights (Tecom),25.09863281,55.17918015
Lakeside Residence, JLT Cluster A,25.06635857,55.13814545
Creek Horizon, Dubai Creek Harbour (The Lagoons),25.2063446,55.3452301
Ubora Tower 1, Ubora Towers,25.18086815,55.27101517
Shoreline Apartments, Palm Jumeirah,25.11063194,55.14576721
Widcombe House 3, Widcombe House,25.04534912,55.24507141
Al Satwa, Dubai,25.21907043,55.27256012
The Galleries at Meydan Avenue, Meydan Avenue,25.1579361,55.29488373
IC1-EMR-11, Emirates Cluster,25.16295242,55.42298508
Topaz Residences 3, Dubai Silicon Oasis,25.12277222,55.39968491
Al Warqaa Residence, Al Warqa'a 1,25.18577957,55.40452194
S05, Spain Cluster,25.16554642,55.40224457
Al Dhafra, Greens,25.09209824,55.17201996
T03, Spain Cluster,25.16553688,55.39831924
Residences 1, District One,25.16169548,55.27526855
Droor Residency 2, Al Nahda 1,25.2856369,55.40145493
Queue Point, Dubai Land,25.1048336,55.3695755
Residences 26, District One,25.16102219,55.2905426
Taraf 2 Residence, Jumeirah Village Triangle,25.04921913,55.19430542
The Neighbourhood, Al Barari,25.09942245,55.31296539
Al Bateen Residences, Jumeirah Beach Residence,25.07295418,55.1280899
Jasmine A, Jasmine,25.01284981,55.25358963
J5, Al Sufouh 1,25.10898399,55.17765808
Burj Vista 1, Burj Vista,25.19879532,55.27134323
Bay Square Building 13, Bay Square,25.18619156,55.28132248
Breeze, Creek Beach,25.20251846,55.348526
Banyan Tree Residences Hillside Dubai, Jumeirah Lake Towers,25.07787895,55.156353
Residences 4, District One,25.15742874,55.28427887
Reehan 4, Reehan,25.1900444,55.27738953
Azure Residences, Palm Jumeirah,25.10767555,55.15296173
Yansoon 7, Yansoon,25.19194794,55.27900314
Binghatti Gateway, Al Jaddaf,25.21364784,55.31903839
Bahar 1, Bahar,25.07715034,55.13551331
Amwaj 4, Amwaj,25.07314682,55.13153839
Residences 3, District One,25.15816879,55.28508759
Gemini Splendor, Sobha Hartland,25.17836952,55.31259537
Trident Bayside, Dubai Marina,25.08124352,55.14511871
Mada Residences by ARTAR, Downtown Dubai,25.19380569,55.28497314
Residences 29, District One,25.16251183,55.29117966
Orchid Residence, Dubai Science Park,25.07346916,55.24789429
Chaimaa Avenue 1, Chaimaa Avenue Residences,25.05138206,55.21289825
La Rive - Building 4, La Mer,25.23978233,55.25424957
Golden Mile 3, Golden Mile,25.10654259,55.14761734
Mudon Views, Mudon,25.01935959,55.26719284
Creekside 18 Podium, Creekside 18,25.20406532,55.3446312
Zahra Apartments 2B, Zahra Apartments,25.00888443,55.28997421
Golf Tower 3, Golf Towers,25.09182549,55.16848755
The Address BLVD Sky Collection, Downtown Dubai,25.20092201,55.27622986
Golden Mile 9, Golden Mile,25.11146164,55.14105606
FIVE Palm Jumeirah, Palm Jumeirah,25.10411453,55.14847183
The Medalist, Dubai Sports City,25.03897858,55.21827316
Azure Residences, Palm Jumeirah,25.10699844,55.15255737
Foxhill 9, Foxhill,25.04806709,55.24704361
Miska 5, Miska,25.18874359,55.27568054
Hayat Boulevard-1A, Hayat Boulevard,25.0048027,55.29643631
Afnan 3, Midtown,25.02741432,55.18130493
Afnan 5, Midtown,25.02741432,55.18131638
Binghatti Lavender, Jumeirah Village Circle,25.06224823,55.20196533
Me Do Re Tower, JLT Cluster L,25.06481743,55.13961029
Azizi Mina, Palm Jumeirah,25.1269455,55.15353775
Acacia B, Park Heights,25.11058426,55.24510956
Al Nakheel 3, Al Nakheel,25.09370232,55.17070007
The Fairways West, The Fairways,25.08971977,55.17048264
Al Thamam 11, Al Thamam,25.00680923,55.25294495
Al Thamam 24, Al Thamam,25.00520325,55.24721909
Sobha Hartland Villas - Phase II, Sobha Hartland,25.17610741,55.30411911
Binghatti Corner, Jumeirah Village Circle,25.06398773,55.20142746
Arno B, Arno,25.09100151,55.17142868
Axis Residence 4, Axis Residence,25.12724304,55.40260315
Bay Square Building 12, Bay Square,25.185709,55.28193665
Trident Grand Residence, Dubai Marina,25.08312035,55.14106369
New Bridge Hills 2, New Bridge Hills,25.04759979,55.24874878
La Vie, Jumeirah Beach Residence,25.0795784,55.13465118
La Vie, Jumeirah Beach Residence,25.07961655,55.13465118
The Jewel Tower B, The Jewels,25.07135391,55.13048935
The Opus, Business Bay,25.18868065,55.26709747
FIVE at Jumeirah Village Circle, Jumeirah Village Circle,25.05441475,55.20701981
Palm View, Dubai Media City,25.0983963,55.15686035
La Vie, Jumeirah Beach Residence,25.07657814,55.13456345
Sparkle Tower 3, Sparkle Towers,25.07184982,55.13191986
District 7D, Jumeirah Village Triangle,25.05478859,55.19146347
Dubai Creek Residence Tower 1 South, Dubai Creek Harbour (The Lagoons),25.20612526,55.34360886
Building 20, City Walk,25.20126534,55.26505661
Le Presidium 2, Le Presidium,25.11098862,55.37741852
Ahad Residences, Business Bay,25.18708038,55.26617813
V3 Tower, JLT Cluster V,25.0781002,55.15189743
Nikki Beach Resort and Spa Dubai, Pearl Jumeirah,25.24764252,55.25795364
Shemara Tower, Marina Promenade,25.07430649,55.13269424
Noor 3, Midtown Noor,25.02566338,55.18295288
La Cote Building 5, Jumeirah 1,25.24114609,55.25273514
Residences 18, District One,25.1586628,55.28728867
Royal Amwaj Residence South, The Royal Amwaj,25.12758827,55.15395737
Al Thamam 41, Al Thamam,25.00143433,55.25621033
The Address Residence Fountain Views 3, The Address Residence Fountain Views,25.19454765,55.28242874
IC1-EMR-21, Emirates Cluster,25.16101837,55.42384338
Apartment Building 1, Bluewaters Residences,25.07924652,55.11973572
Residences 11, District One,25.15685844,55.28268433
Residences 21, District One,25.16020012,55.28847122
South Ridge 1, South Ridge,25.18683624,55.27695084
Rukan 3, Rukan,25.04667282,55.28575134
Golden Mile 10, Golden Mile,25.11182213,55.140522
Murjan Tower, Emaar 6 Towers,25.08530426,55.14928818
The Pearl, Al Jaddaf,25.22878647,55.33636475
Norton Court 2, Norton Court,25.04697227,55.24919128
Oakley Square Residences, Jumeirah Village Circle,25.06004524,55.21208572
Siena 1, Tuscan Residences,25.06196213,55.2081871
Ahad Residences, Business Bay,25.18633842,55.26569748
FIVE Palm Jumeirah, Palm Jumeirah,25.10433006,55.14876938
Glitz 3, Glitz,25.04174042,55.24687958
Reehan 6, Reehan,25.1890831,55.2773819
Al Ramth 15, Al Ramth,25.00008774,55.25095367
Rukan 3, Rukan,25.04212189,55.28790665
Golf View Residence, Dubai Sports City,25.03723526,55.20597839
Attareen Residences, The Old Town Island,25.19234276,55.27669144
Meera, Al Habtoor City,25.18370438,55.25554276
Al Thayyal 1, Al Thayyal,25.09104919,55.17239761
J8, Al Sufouh 1,25.10862732,55.17803192
District 3B, Jumeirah Village Triangle,25.04073143,55.18182373
Glitz 2, Glitz,25.04186058,55.24706268
Al Hatimi, Shoreline Apartments,25.10930634,55.14773178
Apartment Building 4, Bluewaters Residences,25.07808113,55.1219902
Vida Residence 2, Vida Residence,25.07868004,55.15786743
Golfville, Dubai Hills Estate,25.12156105,55.25894928
Afnan 2, Midtown,25.02744484,55.18135834
Serenia Residences Building C, Serenia Residences The Palm,25.13265991,55.15235519
Paloma Tower, Marina Promenade,25.07528305,55.13443375
Wilton Park Residences, Mohammed Bin Rashid City,25.17845154,55.31156921
Golfville, Dubai Hills Estate,25.12158394,55.25893784
Panoramic Tower, Dubai Marina,25.07009125,55.12779999
Mazaya 23, Queue Point,25.10342789,55.36751556
Ruby, Tiara Residences,25.11649132,55.14138794
Park Point Building A, Park Point,25.11067581,55.24397659
Qamar 5, Madinat Badr,25.23659325,55.41271973
Maurya, Grandeur Residences,25.09874535,55.12104034
Royal Amwaj Residence South, The Royal Amwaj,25.11269379,55.13894653
MAG 545, Mag 5 Boulevard,24.93731308,55.22615433
The Cove Building 2, The Cove,25.20183372,55.34474945
Elite Sports Residence 7, Elite Sports Residence,25.03880882,55.20499039
City Apartments, Jumeirah Village Circle,25.06384087,55.2102356
Dubai Creek Residence Tower 2 North, Dubai Creek Harbour (The Lagoons),25.2063446,55.34514236
Binghatti Heights, Jumeirah Village Circle,25.06505775,55.20187378
The Jewel Tower A, The Jewels,25.07126045,55.1299057
Casa Grande, Jumeirah Village Circle,25.06362534,55.21647644
Dubai Marina Mall Hotel, Dubai Marina,25.07722282,55.14042282
La Cote Building 3, Jumeirah 1,25.23987579,55.25325775
Acacia C, Park Heights,25.11128426,55.24564743
Burj Khalifa Zone 3, Burj Khalifa Area,25.19730186,55.27366638
Damac Maison The Distinction, Downtown Dubai,25.18795013,55.27969742
Ritz Carlton, DIFC,25.21301651,55.27982712
Al Naim Residence, Jumeirah Village Circle,25.06584549,55.20884705
Serenia Residences East, Serenia Residences The Palm,25.13244438,55.15221786
Creek Horizon Tower 1, Creek Horizon,25.20750427,55.34438324
Sofitel Dubai The Palm, The Crescent,25.13956451,55.13275146
MBL Residence, JLT Cluster K,25.0672245,55.13976288
Al Bahar Residences, The Old Town Island,25.19392586,55.27694321
Al Khudrawi, Shoreline Apartments,25.10993195,55.14690781
Building 1, City Walk,25.20698547,55.26495361
Oceana Aegean, Oceana,25.11110878,55.13759232
Al Sarrood, Shoreline Apartments,25.11168098,55.14254761
Serenia Residences North, Serenia Residences The Palm,25.13251877,55.15157318
The IVY, Jumeirah Village Triangle,25.04873657,55.19519806
O10, Al Jaddaf,25.21675682,55.33094025
Reva Residences, Business Bay,25.18787193,55.28324127
Oceana Pacific, Oceana,25.11087036,55.13605881
Seventh Heaven, Al Barari,25.09903526,55.31684113
Zada Tower, Business Bay,25.18413353,55.26085663
Travo Tower B, Travo,25.09001732,55.17238235
Residences 28, District One,25.16184616,55.29101181
Golden Mile 8, Golden Mile,25.11073494,55.14197922
Residences 30, District One,25.16276741,55.29129791
Gardenia Livings, Arjan,25.0639286,55.23478317
The Address BLVD Sky Collection, Downtown Dubai,25.20088959,55.27625656
Yansoon 5, Yansoon,25.19205475,55.27968979
The Square Tower, Jumeirah Village Circle,25.04651833,55.20608139
Al Ramth 33, Al Ramth,24.99995613,55.25547409
La Vista Residence 2, La Vista Residence,25.11863708,55.39281845
Arjaan by Rotana, Dubai Media City,25.0954895,55.1538353
Binghatti LUNA, Jumeirah Village Circle,25.05169296,55.21898651
NB Residences, Pearl Jumeirah,25.2454052,55.25576019
Serenia Residences West, Serenia Residences The Palm,25.13202095,55.15140533
Golfville, Dubai Hills Estate,25.12158775,55.25636292
Residence 110, Business Bay,25.17792511,55.26994324
Al Thamam 49, Al Thamam,25.00312996,55.24710464
Xanadu Residence 2, Jumeirah Village Circle,25.05124855,55.20840073
Royal Amwaj Residence South, The Royal Amwaj,25.12867355,55.15390778
Millennium Al Barsha, Al Barsha 1,25.11516953,55.19366455
Dubai Creek Residence Tower 2 South, Dubai Creek Harbour (The Lagoons),25.2064991,55.34505463
Nakheel Townhouses, Jumeirah Village Circle,25.05647278,55.21689224
Park One, Jumeirah Village Triangle,25.03351974,55.17307281
La Cote Building 1, Jumeirah 1,25.24051476,55.25206757
Building 5, City Walk,25.20406342,55.26342392
Lake Apartments A, Lake Apartments,25.00313568,55.16055679
Med 49, Mediterranean Cluster,25.04356194,55.13602448
Golfville, Dubai Hills Estate,25.11562538,55.26563263
Marlowe House 1, Marlowe House,25.04469872,55.24654388
Al Ramth 13, Al Ramth,25.00032616,55.2505722
Bay Square Building 2, Bay Square,25.18549156,55.27935791
Breeze Building 3, Creek Beach,25.20149612,55.34823608
MBL Residence, JLT Cluster K,25.06713676,55.13975143
A1, The Hills A,25.0790863,55.15776443
District 2G, Jumeirah Village Triangle,25.03802109,55.17848206
Shams 4, Shams,25.07279015,55.12982941
Cheval Maison The Palm Dubai, Palm Jumeirah,25.1124897,55.13968277
AKA Residence, Jumeirah Village Circle,25.05811119,55.2100563
Panorama at the Views Tower 1, Panorama at the Views,25.08828545,55.17268372
Yansoon 6, Yansoon,25.19140434,55.2793045
East Heights 4, Business Bay,25.1924572,55.26591873
EMAAR Beachfront, Dubai Harbour,25.09836388,55.14054108
Barton House 2, Barton House,25.04496193,55.24360657
The Neighbourhood, Al Barari,25.10059929,55.31300735
Zazen Gardens, Al Furjan,25.03693199,55.12756348
Pearlz by Danube, Al Furjan,25.02667046,55.15460968
The Address BLVD Sky Collection, Downtown Dubai,25.20041275,55.27627563
La Cote Building 4, Jumeirah 1,25.24044991,55.25347519
Building 19, City Walk,25.20139122,55.26431274
Ary Marina View Tower, Dubai Marina,25.07158661,55.13431549
Jeewar, Jumeirah Village Circle,25.05980492,55.20911026
Sofitel The Obelisk, Umm Hurair 2,25.23119545,55.31861496
Wyndham residences - The Palm, Palm Jumeirah,25.10844421,55.11103058
Holiday Inn & Suites Dubai Science Park, Dubai Science Park,25.07571793,55.24873734
KOA Canvas, Mohammad Bin Rashid Gardens,25.09230614,55.30252457
The Bay Residence, Business Bay,25.18223763,55.28127289
O2 Residence, JLT Cluster O,25.07385063,55.14417267
Dream Tower, Dubai Marina,25.08363914,55.14213562
Binghatti Heights, Jumeirah Village Circle,25.06476593,55.20192719
The Neighbourhood, Al Barari,25.09942245,55.31296158
Al Ramth 39, Al Ramth,25.00111961,55.25608063
Park Point, Dubai Hills Estate,25.10684586,55.2400322
Sarai Apartments, Palm Jumeirah,25.14057922,55.13689041
Marriott Executive Apartments, Riggat Al Buteen,25.25837708,55.32419968
Nassima Tower, Sheikh Zayed Road,25.21139526,55.27559662
Th8 Palm Hotel Apartments, Palm Jumeirah,25.11778831,55.11000443
District 5G, Jumeirah Village Triangle,25.04920387,55.19296265
Al Murjan Building, Dubai Marina,25.0854435,55.14926529
Oceana Baltic, Oceana,25.11055946,55.13757324
Al Thamam 28, Al Thamam,25.00024986,55.25252914
Al Ramth 07, Al Ramth,25.00286865,55.25138855
Sheraton Grand Hotel, Sheikh Zayed Road,25.22946358,55.28660583
Bahwan Tower Downtown, Downtown Dubai,25.19049072,55.27095413
Shams 1, Shams,25.07257271,55.13100815
BNH Smart Tower, Al Warsan 4,25.15017891,55.3961792
Saleh Bin Lahej 401, Jumeirah Village Circle,25.05454254,55.22041702
MBL Residence, JLT Cluster K,25.06716919,55.13975143
Al Thamam 26, Al Thamam,25.00405312,55.24784088
Zada Tower, Business Bay,25.18477249,55.26119232
building 3, Badrah,24.97174072,54.99870682
Bahar 4, Bahar,25.07812119,55.13476181
Binghatti Corner, Jumeirah Village Circle,25.06421089,55.20142746
Grand Horizon 1, Grand Horizon,25.0345211,55.22177505
Southwest Apartments, Green Community West,24.99601555,55.17111588
Astoria Residence, Jumeirah Village Circle,25.0649662,55.21151352
Soho Palm Jumeirah, Palm Jumeirah,25.1084671,55.14360428
Mazaya 21, Queue Point,25.10411453,55.36851501
Boutique XII, Culture Village,25.22554588,55.3372879
Golf Panorama A, Golf Panorama,25.014925,55.25439072
The Apartments Dubai World Trade Centre C, The Apartments Dubai World Trade Centre,25.221838,55.28381348
Al Kifaf Apartments, Al Karama,25.24393082,55.29936218
Harbour Views Podium, Dubai Creek Harbour (The Lagoons),25.20583153,55.34486771
Jewel Of Creek, Port Saeed,25.2559166,55.32608414
La Mer, Jumeirah,25.22907639,55.25776291
Miska 3, Miska,25.18826294,55.27582169
SPICA Residential, Jumeirah Village Circle,25.06570816,55.20292282
IC1-EMR-22, Emirates Cluster,25.16371155,55.42059708
Qasr Sabah 2, Qasr Sabah,25.03269386,55.19443512
Qasr Sabah 3, Qasr Sabah,25.03280258,55.19418716
Burj Khalifa Zone 2B, Burj Khalifa Area,25.19738007,55.2743988
La Riviera Estate, Jumeirah Village Circle,25.06282997,55.20274734
Al Thamam 47, Al Thamam,25.00336456,55.2466011
Mazaya 17, Queue Point,25.10765457,55.37113953
National Bonds Plaza, Barsha Heights (Tecom),25.09436035,55.17798615
The Neighbourhood, Al Barari,25.10100937,55.31407547
Mazaya 10A, Queue Point,25.11374664,55.36788177
Dream Tower, Dubai Marina,25.08363724,55.14213562
Golf Horizon Tower B, Golf Horizon,25.0161171,55.25349045
Qamar 10, Madinat Badr,25.23599243,55.41317749
Sapphire, Tiara Residences,25.11553383,55.14126587
Oakwood Residency, Dubai Production City (IMPZ),25.04025078,55.19263077
Oaks Liwa Heights, JLT Cluster W,25.07731628,55.15049744
West Heights 3, Business Bay,25.18885803,55.26408386
Axis Residence 5, Axis Residence,25.12374687,55.40103912
East 40, Al Furjan,25.02100372,55.14033508
The Address Sky View Sky Collection Tower 2, The Address Sky View Towers,25.20112801,55.27041626
Binghatti Gems, Jumeirah Village Circle,25.05451202,55.2209549
SAFI 2A, Town Square,25.01156807,55.28900909
Roda Amwaj Suites, Amwaj,25.07495308,55.13196564
Mashael, Barsha Heights (Tecom),25.09506607,55.17417526
Zahra Apartments 1A, Zahra Apartments,25.01006508,55.29005432
City Stay Hotel, Al Barsha 1,25.11414337,55.20236206
Axis Residence 1, Axis Residence,25.1261692,55.40106964
Mazaya 1, Queue Point,25.11564255,55.36206818
Cheval Maison The Palm Dubai, Palm Jumeirah,25.11248779,55.13968277
Bahwan Tower Al Barsha, Al Barsha 1,25.11517525,55.20442581
Dar Maryam, Al Barsha 1,25.11359978,55.20569229
Icon Delux Hotel Apartments, Al Barsha 1,25.11340141,55.20426941
Collective 2.0, Dubai Hills Estate,25.1144352,55.2480545
Dubai Marina Moon, Dubai Marina,25.07789612,55.14154816
Al Fahad Tower 2, Al Fahad Towers,25.10099411,55.17829132
Burj View Residence, Arjan,25.06608391,55.23823929
Golfville, Dubai Hills Estate,25.1216011,55.25893402
Casa Grande, Jumeirah Village Circle,25.06361771,55.21648407
Golfville, Dubai Hills Estate,25.12158966,55.25894165
Art Tower XV, Al Abraj street,25.18174934,55.27854538
Maria Tower, Al Furjan,25.02989769,55.13871384
Azure Residences, Palm Jumeirah,25.10699844,55.15265274
Al Andalus tower H, Al Andalus,25.02905464,55.20594788
Executive Tower L, Executive Towers,25.18916321,55.26419067
Al Ramth 37, Al Ramth,25.00089645,55.2559967
Zaafaran 5, Zaafaran,25.19093895,55.27719116
Sunset at Creek Beach, Creek Beach,25.20220947,55.34870148
Springs 11, The Springs,25.05527878,55.17694473
Azizi Liatris, Azizi Residence,25.02777672,55.15476227
Al Andalus Townhouses, Al Andalus,25.02691841,55.20781326
Azizi Orchid, Al Furjan,25.03201294,55.14939499
Springs 5, The Springs,25.06282043,55.18587112
District 7B, Jumeirah Village Triangle,25.04725456,55.18992615
Al Andalus Tower E, Al Andalus,25.02967072,55.20573044
District 7F, Jumeirah Village Triangle,25.05658722,55.19222641
Palmera 3, Palmera,25.04095268,55.2588501
Springs 10, The Springs,25.05737877,55.18102264
Springs 1, The Springs,25.06146049,55.16080856
Al Waleed Residence, Jumeirah Village Circle,25.0500679,55.21298599
District 9B, Jumeirah Village Triangle,25.04725456,55.18992615
Mediterranean Villas, Jumeirah Village Triangle,25.04728889,55.19002151
Al Seef Tower, Dubai Marina,25.09021378,55.14986801
Palmera 2, Palmera,25.04009628,55.26174545
Golden Mile 2, Golden Mile,25.10595894,55.14829254
Springs 3, The Springs,25.05617332,55.17316818
Al Andalus Tower C, Al Andalus,25.0304985,55.20648575
Kamoon 2, Kamoon,25.18925285,55.27553558
Raffles The Palm, The Crescent,25.11036682,55.10978317
The Zen Tower, Dubai Marina,25.06753922,55.13105774
Building 6B, City Walk,25.20313263,55.2627449
Al Andalus Tower A, Al Andalus,25.03001976,55.20431137
Claverton House 2, Claverton House,25.04367828,55.24502945
Springs 2, The Springs,25.05609512,55.16767502
Sadaf 1, Sadaf,25.08032608,55.13821793
Marina Residences 6, Marina Residences,25.11583328,55.1397171
Forte 1, Forte,25.19523621,55.26864243
District 5C, Jumeirah Village Triangle,25.0502758,55.19227219
Springs 15, The Springs,25.05197334,55.17848969
Building 4B, City Walk,25.20435905,55.26359177
Green Diamond 1 A, Green Diamond 1,25.06328964,55.23045349
District 3D, Jumeirah Village Triangle,25.0420723,55.18615723
Al Reem 2, Al Reem,25.05606651,55.2898674
Emirates Crown, Dubai Marina,25.08797836,55.1464653
Green Diamond 1 B, Green Diamond 1,25.06360626,55.23068237
Rawda Apartments 2, Rawda Apartments,25.00297737,55.290802
Warda Apartments 1A, Warda Apartments,25.0039711,55.29397583
A2, The Hills A,25.07885933,55.15793991
Tower B1, Vida Hotel,25.07889366,55.15798187
B2, The Hills B,25.07849121,55.15864182
Canal Front Residence 1, Canal Front Residences,25.1856842,55.2482872
Al Sultana, Shoreline Apartments,25.10801888,55.14940262
Golden Mile 6, Golden Mile,25.1081295,55.14555359
Al Reem 1, Al Reem,25.05977821,55.29485321
Springs 9, The Springs,25.05973053,55.18466949
Bella Casa, Serena,25.0368824,55.28679657
District 9B, Jumeirah Village Triangle,25.04440498,55.18141556
Golden Sands 8, Mankhool,25.25161743,55.29554367
Dickens Circus 3, Dickens Circus,25.04358673,55.24678421
District 4F, Jumeirah Village Triangle,25.04494286,55.19306183
The Centurion Residences, Dubai Investment Park (DIP),24.99150467,55.2020607
Vision 1, Liwan,25.10339355,55.36899948
Springs 14, The Springs,25.05158424,55.17394257
Mesk, Midtown,25.02501297,55.18347549
District 7B, Jumeirah Village Triangle,25.05350304,55.19070435
Tulip, Azizi Residence,25.02768517,55.15463257
Al Kifaf Apartments, Al Karama,25.27113914,55.30748367
Marina Residences 5, Marina Residences,25.11632919,55.1386528
Sandoval Lane, Jumeirah Village Circle,25.05345535,55.204216
Amber Residency, Umm Suqeim,25.13458252,55.19155884
Building 13A, City Walk,25.20282745,55.26128387
Building 8, City Walk,25.20577431,55.26333237
Reehan 3, Reehan,25.19028282,55.27779007
Building 7, City Walk,25.20256042,55.26214218
Urbana III, EMAAR South,24.86298752,55.1467247
Iris, Azizi Residence,25.0277462,55.15465546
Al Khail Gate, Al Quoz 2,25.14255905,55.25280762
StayBridge Suites, Sheikh Zayed Road,25.21171188,55.27429199
Grand Mercure Dubai Airport, Al Garhoud,25.25088882,55.34347534
The Residences at Caesars Palace, Caesars Bluewaters Dubai,25.08057594,55.12152863
Seventh Heaven, Al Barari,25.10092163,55.31316376
Al Warqa'a 1, Al Warqa'a,25.19182014,55.40816879
Urbana, EMAAR South,24.86599159,55.13795853
Palmera 4, Palmera,25.04276085,55.25676727
Noor Residence, Barsha Heights (Tecom),25.09319687,55.1763916
Breeze Building 2, Creek Beach,25.20177841,55.34820557
Freej Residence, Al Furjan,25.03237915,55.14867401
Al Noor 2, Al Noor Towers,25.09811592,55.17201614
Building 13B, City Walk,25.20296478,55.26089859
Tamweel Tower, JLT Cluster U,25.08023834,55.15125275
Rose Residence, Al Furjan,25.02103806,55.15506744
Apartment Building 10, Bluewaters Residences,25.0795517,55.12113953
Urbana II, EMAAR South,24.86847878,55.14152145
Building 25, City Walk,25.20755768,55.26178741
Al Muhaisnah 4, Al Muhaisnah,25.27787781,55.40978622
Port Saeed, Deira,25.25868034,55.3169136
Al Hamriya, Bur Dubai,25.27113914,55.30748367
Al Reem 3, Al Reem,25.05867958,55.28885651
The Residences, Marina Gate,25.08643913,55.14712906
Foxhill 8, Foxhill,25.04766846,55.24659729
Rimal 3, Rimal,25.07665443,55.13409424
District 8A, Jumeirah Village Triangle,25.04713249,55.18380737
21st Century Tower, Sheikh Zayed Road,25.19356346,55.26208878
DMS Two, Meydan Avenue,25.15913391,55.30880356
MAG 525, Mag 5 Boulevard,24.9535408,55.22036362
Foxhill 4, Foxhill,25.04610825,55.24348831
City Walk, Dubai,25.2031498,55.2620697
Latifa Tower, Sheikh Zayed Road,25.22117043,55.28102112
Al Fairooz Tower, Emaar 6 Towers,25.08560944,55.14861298
M77 by Alphabeta, Meydan Avenue,25.15794945,55.2955246
Silver Sands 3, Mankhool,25.24596786,55.29499817
Corniche Deira, Deira,25.28716278,55.3184967
Rolex Tower, Sheikh Zayed Road,25.21037674,55.27568817
Al Warqa'a, Dubai,25.19182014,55.40816879
Wadi Al Safa 2, Dubai,25.10297012,55.35522079
Mirdiff 44 Villas, Mirdif,25.21531487,55.41621017
Bahar 5, Bahar,25.07884026,55.13586807
Al Hamriya Residence 2, Al Hamriya,25.25959015,55.30692673
Bin Hendi Tower, Mankhool,25.25380707,55.29380798
Mall Of Emirates Area, Sheikh Zayed Road,25.11560059,55.19831848
Acacia, Park Heights,25.10798454,55.24492264
Reehan 2, Reehan,25.19073486,55.27806854
Olympic Park 1, Olympic Park Towers,25.04393578,55.21390152
Kempinski Palm Residence, The Crescent,25.1127243,55.10952377
Reehan 7, Reehan,25.18941307,55.27705765
Building 22, City Walk,25.20022011,55.2645874
Welcome Residency, Arjan,25.06500626,55.24410629
District 9G, Jumeirah Village Triangle,25.04414558,55.1845665
Al Hallawi, Shoreline Apartments,25.1110878,55.14341354
Luxury Homes, World Trade Centre Residence,25.2223587,55.28702545
Dickens Circus 2, Dickens Circus,25.04306602,55.2460022
