,id,beds,baths,rating,reviews,capacity,title,revenue,occ,adr,lat,lng
0,abnb_1084693250703751084,0,1.0,4.6,5,2,OFFER! 50% OFF! Incredible studio for 2!,16359.43,95.83,237.09,25.172219298,55.307263496
0,abnb_909164302763578994,0,1.0,5.0,2,2,AF - Studio Near to world trade center metro,16341.07,87.88,281.74,25.226,55.2771
0,abnb_980291290552668161,0,1.0,,,3,Cozy Studio Discovery Gardens close to metro,16330.05,38.46,544.33,25.045509361,55.137288619
0,abnb_1159359364886878698,0,1.0,,,2,Silk Valley - 1B with partial Burj Khalifa view,16315.35,93.94,526.3,25.172877515,55.30410234
0,abnb_884470619900520039,0,1.0,5.0,1,2,Wake Up To Dubai Skyline From This Stylish Studio,16300.66,56.99,307.56,25.025413513,55.24446106
0,abnb_759833246237180182,0,1.0,5.0,3,2,Premium Studio in Business Bay,16293.32,62.86,740.61,25.18656,55.27843
0,abnb_1106277608166710131,0,1.0,,,4,OFFER! 50% OFF! I sleep 4 and near mall!,16293.32,40.91,452.59,25.2090478,55.277205
0,abnb_1115695735692518282,0,1.0,,,2,Spacious Studio in The Matrix,16289.64,83.82,285.78,25.040508658,55.221383484
0,abnb_767126719058193501,0,1.0,4.5,2,2,Living the life in New Studio in Damac Hills,16285.97,76.09,232.66,25.02893,55.25209
0,abnb_1022395669421712249,0,1.0,5.0,20,2,205R1# Spacious master bedroom with balcony,16285.97,63.75,159.67,25.2634,55.3303
0,abnb_48100681,0,1.0,,,2,RH- Tranquil Studio Retreat near Burj Khalifa,16282.3,72.41,387.67,25.11309,55.22041
0,abnb_1141890562738111478,0,1.0,5.0,3,2,Modern Studio Retreat near Burj Khalifa,16245.57,49.12,580.2,25.190140484,55.283836788
0,abnb_1108577849033211426,0,1.0,,,2,"Livbnb - Studio w/ Amazing Views at Anantara, Palm",16238.22,96.15,649.53,25.1296,55.1532
0,abnb_1044021339606453007,0,2.0,4.7,10,2,Luxury Penthouse room,16238.22,34.82,416.36,25.0812,55.1406
0,abnb_888899755449898721,0,1.0,5.0,3,2,Cheerful Studio at Bay Central 2 Dubai Marina,16238.22,31.11,579.94,25.078501118,55.137340811
0,abnb_1120750886585817468,0,1.0,,,2,StoneTree - Modern Studio - Carson A,16227.2,64.37,289.77,25.025134426,55.243726127
0,abnb_1025952927929643225,0,1.0,5.0,1,2,Stunning Studio With Partial Burj Khalifa Views,16219.86,45.28,675.83,25.179979324,55.265975952
0,abnb_1101912826832803387,0,1.0,1.0,1,2,Comfy Studio in Business Bay,16197.82,42.31,490.84,25.1819,55.28009
0,abnb_1025165151381690666,0,1.0,,,2,OFFER! 50% GIVEN! Studio for 2 with amazing views!,16194.15,39.71,599.78,25.183545436,55.274966996
0,abnb_930237681103100287,0,1.0,,,2,Downtown Dubai | Amazing View,16179.45,29.52,521.92,25.186360673,55.280908676
0,abnb_725753405991344479,0,1.0,,,3,D7: DAMAC HILLS Golf Pool Gym Sauna Tennis Basket,16161.09,51.28,404.03,25.02063,55.24535
0,abnb_884759423485502148,0,1.0,5.0,15,2,“The Luxury Condo of DSO with Moroccan Soul”,16153.74,73.75,273.79,25.123,55.398
0,abnb_780020013566164395,0,1.0,4.4,15,1,private bed pod for solo backpacker,16117.01,53.75,97.68,25.261777976,55.323618963
0,abnb_753616517610955933,0,1.0,4.5,44,1,211 R1#Small Partition Room - 3 mins from Metro,16113.34,72.27,101.34,25.2719,55.3189
0,abnb_707378129900497315,0,1.0,4.5,25,2,Private Room - Beach View @York Backpackers JBR,16106.0,66.38,209.17,25.0773,55.1328
0,abnb_958559723986478021,0,1.0,5.0,1,3,Stylish Studio with Balcony,16087.63,81.48,365.63,25.1169333,55.3898063
0,abnb_665572583528113148,0,1.0,,,2,Address Dubai Mall Residence 5 stars studio,16065.59,84.62,1460.51,25.19994,55.27689
0,abnb_29871589,0,1.0,4.5,2,2,Luxury Studio Rooms By Savoy Dubai | Studio Ref127,16058.25,17.14,446.06,25.25389,55.29841
0,abnb_1035288966949015383,0,1.0,5.0,2,2,Cozy & Fully Furnished Studio in Dubai Sports City,16050.9,30.77,401.27,25.0413,55.2053
0,abnb_1059016376601594642,0,1.0,4.6,6,1,"Cozy, Calm and Comfortable Private Bedroom #33",16043.55,72.0,178.26,25.195892699,55.394795007
0,abnb_591065964007668057,0,1.0,4.5,8,2,Fully furnished with spectacular golf views 2404,16043.55,71.67,373.11,25.02499,55.24359
0,abnb_41121307,0,1.0,5.0,8,2,Amazing Deal! Charming Studio in JVC w/ free wifi,16021.52,60.47,205.4,25.05723,55.21376
0,abnb_894754998431782990,0,1.0,5.0,1,2,Spacious Minimalistic Studio,16010.5,75.0,242.58,25.20408,55.27162
0,abnb_888291839223797888,0,1.0,,,2,Studio Apartment w/ Golf Views | Roma|513,16003.15,63.92,258.12,25.033,55.2218
0,abnb_1086682220610383298,0,1.0,4.0,4,2,"Azizi Riviera, Massive Balcony",15999.48,50.0,313.72,25.174079934,55.301988883
0,abnb_686885997691047112,0,1.0,4.7,29,4,Wonderful JLT Lake View near Metro and Marina,15951.73,100.0,370.97,25.0716237,55.1442327
0,abnb_971662382169733696,0,1.0,4.6,3,2,Lavish Studio Apartment DIP,15926.02,35.47,261.08,24.981,55.1771
0,abnb_766380439904728801,0,1.0,,,2,Newly studio in Business Bay,15918.67,33.33,397.97,25.18252,55.28331
0,abnb_867779778853886860,0,1.0,5.0,2,2,Spacious | Community View in JVC,15911.33,40.62,407.98,25.0595,55.20375
0,abnb_796938565109095171,0,1.0,4.2,53,2,Twin/Double room without view/ shared bath / Deira,15903.98,30.51,191.61,25.2558,55.33
0,abnb_897805845697469020,0,1.0,4.0,2,3,New Way near DWC Dubai Airport,15878.27,40.37,360.87,24.944792434,55.209994545
0,abnb_911332228290424775,0,1.0,4.4,5,1,Affordable and Cozy Living,15878.27,32.34,147.02,25.03481,55.15046
0,abnb_777300327279182288,0,1.0,5.0,1,2,"Cozy Studio in Bayz, Business Bay, Bills included",15874.6,60.29,387.19,25.20375,55.27018
0,abnb_1015842013999619293,0,1.0,,,2,Fully Furnished Apartment- JVT,15874.6,41.38,440.96,25.041472,55.1873253
0,abnb_985366905643419065,0,1.0,,,1,Luxurious Studio in Address Boulevard|Downtown|,15867.25,36.36,793.36,25.203746712,55.270567672
0,abnb_29871452,0,1.0,4.7,41,2,"Large Studio Apartment,  Dubai | Studio Ref125",15852.56,22.5,587.13,25.2547,55.29734
0,abnb_39680891,0,1.0,4.6,10,3,Furnished Hotel Studios in Sheikh Zayed Road Dubai,15845.21,68.24,273.19,25.21934,55.28137
0,abnb_1095505847757441135,0,1.0,4.0,1,3,OFFER! 50% OFF! A terrific and cozy apartment!,15837.87,49.43,368.32,25.178299698,55.311585408
0,abnb_40582858,0,1.0,4.8,28,2,Homey room in Dubai Marina,15837.87,31.55,243.66,25.08912,55.14845
0,abnb_1090557764645757841,0,1.0,4.7,7,2,"ARTÉ - Cozy Studio: Cityscape Retreat, 10% Off!",15830.52,65.96,510.66,25.1864,55.2865
0,abnb_1124262496434149152,0,1.0,5.0,5,4,"Large Seaview Studio in JBR, Marina Walk/The Beach",15812.16,71.11,494.13,25.0774,55.134
0,abnb_716724273830553768,0,1.0,4.5,6,2,Spacious Studio near Downtown,15804.81,66.67,263.41,25.15441,55.25291
0,abnb_920144283783136019,0,1.0,5.0,4,2,Full Burj View Studio near Dubai Mall |,15790.12,28.81,464.42,25.1861,55.2783
0,abnb_638147629683233727,0,1.0,4.6,6,2,Elite Studio With Balcony Overlooking the Canal,15775.43,70.0,321.95,25.179979324,55.265975952
0,abnb_1072243992804679126,0,1.0,3.5,2,3,Charming Studio w/ Partial Lake Views in JLT!,15771.75,95.74,350.48,25.075374465,55.143541753
0,abnb_1025993568905151504,0,1.0,,,2,Luxurious Studio in JLT With City Skyline View,15764.41,40.58,563.01,25.0678,55.1379
0,abnb_937449764567399956,0,1.0,,,2,Entire Studio Apartment in Dubai,15764.41,38.1,394.11,25.188413834,55.280070218
0,abnb_902550199206391317,0,1.0,4.4,6,2,Near Burj Khalifa | Downtown | King Size bed,15760.74,42.86,375.26,25.18933,55.28273
0,abnb_692137891096041165,0,1.0,4.9,25,2,50% OFF GIVEN Luxury Studio 15 min to Dubai Marina,15749.72,62.4,201.92,25.0432,55.2165
0,abnb_53927815,0,1.0,5.0,1,2,Panoramic Studio Apartment IV near Expo,15709.31,46.6,327.28,24.94971,55.20353
0,abnb_1015174069398073487,0,1.0,,,2,Studio @JBR Beach - Gulf Houses,15701.97,27.27,1046.8,25.096664496,55.174352817
0,abnb_1079532793006946398,0,1.0,3.4,3,4,OFFER! 50% OFF! Perfect studio!,15687.28,46.38,490.23,25.191737,55.2733619
0,abnb_1026724484266152094,0,1.0,5.0,9,2,Cozy Apartment /\ Special Discounted Rates 50%,15657.89,61.11,474.48,25.1766,55.2717
0,abnb_1059255517763309988,0,1.0,4.6,15,4,Neat and clean. 7 mins to metro,15657.89,28.85,347.95,25.245315287,55.300452682
0,abnb_913094699830991963,0,1.0,3.0,1,2,Yi Gangnam Homestay 1.8m Comfortable Comfortable Queen Room Private Bathroom Large Balcony,15650.55,51.46,177.85,25.16417,55.40459
0,abnb_913490821876913489,0,1.0,4.4,10,2,AWS Homes - Contemporary Studio & Great Facilities,15643.2,76.47,401.11,25.025891139,55.24520417
0,abnb_36138836,0,1.5,4.6,3,2,"Wonderful, Upgraded Studio in Carson Damac Hills",15639.53,43.27,347.55,25.02501,55.24393
0,abnb_54397080,0,1.0,3.9,12,2,ZINGO | Cozy Studio next to metro with 5 min,15635.85,40.62,300.69,25.03055,55.15408
0,abnb_52659405,0,1.0,4.8,13,2,Exceptional fully furnished Studio Apartment,15628.51,72.62,256.21,24.95117,55.23182
0,abnb_30154040,0,1.0,4.6,30,2,fully furnished studio with a swimming pool view,15628.51,55.64,211.2,25.0599,55.2053
0,abnb_1142437332632622178,0,1.0,5.0,14,3,"King-size bed, Pool, Gym, Sauna, Free parking",15628.51,53.97,459.66,25.0718,55.1317
0,abnb_1009122657394821496,0,1.0,,,2,NEW Studio Apartment with Burj Khalifa View,15621.16,42.37,624.85,25.181684472,55.279158614
0,abnb_913427734074997876,0,1.0,,,2,Stella Stays | Serene Studio | Barari,15617.49,52.54,503.79,25.101274443,55.314136729
0,abnb_1086869678094692368,0,1.0,3.4,3,2,Studio in Damac Maison Canal View,15613.82,41.77,473.15,25.1859,55.2742
0,abnb_1000849696698850108,0,1.0,5.0,8,2,Hideway Double Partition Room Tecom Near Metro,15599.12,57.41,125.8,25.095628085,55.179846099
0,abnb_1119546660005151600,0,1.0,5.0,1,2,Studio Apartment 10 Min Downtown,15591.78,98.41,251.48,25.171413162,55.305332672
0,abnb_801509368503156359,0,1.0,4.6,15,2,Stylish Studio at J ONE-Business Bay,15577.09,19.14,502.49,25.1861,55.2833
0,abnb_581548136287725127,0,1.0,3.6,5,2,ZINGO | Cozy Family studio next to metro/pool,15558.72,52.42,239.36,25.03248,55.15457
0,abnb_802861228239925204,0,1.0,5.0,1,2,Huge studio apartment with swimming pool view 120,15551.38,36.89,409.25,25.04838,55.20461
0,abnb_745359146119158669,0,1.0,4.0,3,4,OFFER! 50% GIVEN! I sleep 4 & close to Dubai Mall!,15533.01,95.35,378.85,25.191140447,55.269863811
0,abnb_810514763308686050,0,1.0,3.0,1,2,MH - Canal View 1 BHK- Near Dubai Mall - REF2317,15533.01,53.23,470.7,25.187975138,55.281849082
0,abnb_913840250108969230,0,1.0,4.0,6,4,OFFER! 50% OFF! Great studio in a great location!,15529.34,46.39,345.1,25.0656246,55.1376021
0,abnb_1121654372044646782,0,1.0,,,2,Stylish Studio Apartment in Studio City,15455.88,64.63,291.62,25.042732375,55.246492417
0,abnb_1072406688691890930,0,1.0,5.0,2,2,Cozy Marina & Sea View Studio in Dubai Marina,15455.88,42.86,572.44,25.077966179,55.138196141
0,abnb_42235789,0,1.0,4.2,33,1,Transit pod @ asianHub 4th stop from DXB METRO,15448.53,89.09,78.82,25.26221,55.32223
0,abnb_1013480359594622939,0,1.0,,,2,"Peaceful Studio Apartment in Carson, Damac Hills 1",15448.53,32.26,514.95,25.0245455,55.2431504
0,abnb_659850523903274027,0,1.0,4.3,7,2,GuestReady - Chic Studio in Downtown Dubai,15444.86,85.45,328.61,25.18688,55.27943
0,abnb_999104175701386170,0,1.0,4.6,3,2,Lake View - Family-Friendly Location,15437.51,48.72,406.25,25.064150522,55.139563181
0,abnb_735307527758770636,0,1.0,5.0,2,2,Sea and Yacht View | Contemporary Studio,15426.5,59.52,617.06,25.1162,55.1356
0,abnb_12215094,0,1.0,4.7,28,1,ZINGO | R6b- Spacious Private Room | Barasti View,15415.48,41.56,481.73,25.08935,55.14897
0,abnb_1046982058422961657,0,1.0,,,2,Silkhaus New Modern studio | Business Bay,15411.8,26.83,467.02,25.178776901,55.267350426
0,abnb_894060882568214615,0,1.0,4.9,9,2,Tranquil Studio in Damac Hills,15408.13,29.08,375.81,25.02528,55.24272
0,abnb_993908488152902340,0,1.0,,,2,Luxury Living with the Full Burj Khalifa View,15400.78,68.42,592.34,25.1856887,55.2742299
0,abnb_53883631,0,1.0,4.4,6,2,Modern Studio Near DWC Airport!,15400.78,61.11,350.02,24.9453,55.2097
0,abnb_929381148971712489,0,1.0,,,2,Lux Studio w/ Resort Amenities,15382.42,32.97,512.75,25.1286337,55.1538954
0,abnb_851259433453646660,0,1.0,5.0,2,2,Best studio in the heart of city,15367.73,78.95,341.51,25.187352,55.2798278
0,abnb_43341703,0,1.0,4.2,12,3,WESTERN STUDIO APARTMENT FOR RENT IN MARINA,15360.38,43.62,374.64,25.06799,55.13064
0,abnb_585257009495162670,0,1.0,5.0,2,2,Fully furnished Studio directly at Metro Station,15356.71,43.37,426.58,25.0701,55.1402
0,abnb_1125401796277373530,0,1.0,5.0,8,2,Brand New Building | Czechin | Studio City,15353.04,44.71,404.03,25.041,55.2462
0,abnb_1077510874115712504,0,1.0,,,3,One Bedroom with Own Balcony,15316.31,63.0,243.12,25.269038985,55.31513917
0,abnb_1094827558391056867,0,1.5,5.0,2,2,Modern Executive Studio at Upside Living,15316.31,32.94,547.01,25.185902014,55.288825387
0,abnb_1081020670432689502,0,1.0,5.0,5,2,Silkhaus Luxury Studio In JLT | Marina Nearby,15305.29,40.74,463.8,25.067168717,55.136916517
0,abnb_29097419,0,1.0,4.1,11,4,"Modern Beach Studio, Murjan, JBR",15290.59,55.56,436.87,25.08107,55.1395
0,abnb_1127961550917226322,0,1.0,4.0,1,2,Modern Studio Apt near Dubai Mall - 29 Blvd,15279.58,46.15,424.43,25.19314915,55.271466084
0,abnb_984667595295536983,0,1.0,,,2,Stunning Studio Apartment,15275.9,35.53,282.89,24.981,55.1771
0,abnb_1084049594885245484,0,1.0,5.0,3,2,Modern Studio in Park View Tower JVC,15272.23,55.26,727.25,25.053892821,55.203837776
0,abnb_622912968168900797,0,1.0,2.4,3,2,Cosy Studio in Ag Tower- Business Bay,15228.15,71.43,338.4,25.17899,55.26995
0,abnb_888304907342223943,0,1.0,,,2,18 Bricks| Studio Apartment| Roma |816,15224.48,70.0,310.7,25.03282,55.22198
0,abnb_1028261470836319184,0,1.0,,,2,Spacious Studio in Dubai Marina,15220.81,27.69,845.6,25.069176153,55.13505406
0,abnb_1041815555903836352,0,1.0,,,2,OFFER! 50% OFF! Modern apartment that sleeps 2!,15202.44,44.93,490.4,25.171098354,55.302007703
0,abnb_962700143848698855,0,1.0,5.0,2,3,Stunning Studio with Canal Views in Business Bay,15176.73,72.31,322.91,25.188378514,55.28317333
0,abnb_1147918640369499349,0,1.0,4.8,5,2,Cozy Studio 7 min from Downtown,15169.39,92.59,303.39,25.1723,55.3063
0,abnb_39332099,0,1.0,3.2,4,2,Deluxe Private Studio in Marina with all facility,15162.04,45.83,344.59,25.0795,55.14097
0,abnb_1064451222844668296,0,1.0,,,2,Canal View Charm Studio in Binghatti Millennium,15158.37,37.21,947.4,25.180526733,55.268951416
0,abnb_50369554,0,1.0,4.2,15,2,Bright and Spacious Studio in JLT,15106.95,87.5,359.69,25.06671,55.14107
0,abnb_1054809510777432318,0,1.0,5.0,4,3,Large Studio & kitchen-Warsan 4,15099.6,79.31,218.83,25.1487,55.4009
0,abnb_50122000,0,1.0,,,2,"Blueground | Downtown, Pool & Elevator",15070.22,36.84,538.22,25.1949,55.2844
0,abnb_1007127878964658971,0,1.0,4.0,6,2,OFFER! 50% OFF GIVEN! Sleep 2 in Downtown Dubai,15062.87,52.17,627.62,25.193529055,55.279836674
0,abnb_767051524993246269,0,1.0,,,2,Modern New Furnished Studio in Damac Hills,15059.2,60.34,430.26,25.022808234,55.253231849
0,abnb_1001064010533454668,0,1.0,4.0,4,1,Loft transit pod near airport,15048.18,67.41,99.66,25.265535863,55.322610413
0,abnb_1047518518468553806,0,1.0,4.8,4,3,OFFER! 50% OFF GIVEN! Dazzling studio for 3!,15037.16,58.62,442.27,25.065778357,55.141041891
0,abnb_622851572076702777,0,0.0,3.0,1,2,Restful studio in sports city,15029.81,61.26,221.03,25.04006,55.21699
0,abnb_1094651345151420744,0,1.0,3.8,5,2,RARE | Full Marina View | Next to Marina Mall,15022.47,52.08,600.9,25.0783,55.138
0,abnb_1084533812359305497,0,1.0,4.6,6,2,Luxury studio by Metro in DIFC,15011.45,75.56,441.51,25.21,55.2765
0,abnb_909194736214028400,0,1.0,5.0,1,2,LUXFolio Retreats | Bloom Sunlit Serenity,15011.45,71.93,366.13,25.0661,55.2046
0,abnb_964938664234451368,0,1.0,,,2,Luxury Studio With Stunning Canal Views,15011.45,41.18,714.83,25.184310913,55.27551651
0,abnb_779022837572849122,0,1.0,5.0,16,1,Affordable loft dxb airport(102),14996.76,59.04,86.69,25.2614,55.3224
0,abnb_1045059454689134926,0,1.5,,,3,Charmant appartement chambre + séjour tout confort,14985.74,44.12,499.52,25.038723461,55.220048537
0,abnb_1121536656846470847,0,1.0,,,2,Studio One Tower Dubai Marina,14978.39,47.83,340.42,25.069,55.1332
0,abnb_577376895071085953,0,1.0,4.4,23,4,Super Chic Golf Apartment,14963.7,48.18,226.72,25.01579,55.2547
0,abnb_1084596233619030509,0,1.0,,,2,StoneTree - Cozy Studio - JLT,14960.03,51.52,440.0,25.067791129,55.141560782
0,abnb_1084038313732970616,0,1.0,5.0,4,2,Cozy Studio in Downtown with Burj Khalifa View,14945.34,35.82,622.72,25.185829942,55.277203942
0,abnb_962783975535715858,0,1.0,4.2,5,1,cozy room near dxb,14941.66,59.49,91.67,25.2633,55.3215
0,abnb_46097932,0,1.0,2.0,1,2,Sheikh Zaid Hotel Studio with Breakfast and Clean,14937.99,17.98,933.62,25.20893,55.27434
0,abnb_1123631092424219865,0,0.0,,,2,Cozy Studio in Business Bay,14926.97,58.82,373.17,25.181888524,55.253978359
0,abnb_1081078492468176066,0,1.0,5.0,2,3,Stunning Studio with Incredible Burj Khalifa View!,14893.91,39.68,595.76,25.18541197,55.275127107
0,abnb_1069433856776305248,0,1.5,4.0,1,4,Luxury 1 Bedroom Apartment in Discovery Gardens,14886.57,80.49,451.11,25.035036086,55.150046171
0,abnb_807790826935288340,0,1.0,5.0,2,2,Stunning Dubai Skyline View From this Sleek Studio,14879.22,21.33,464.98,25.025413513,55.24446106
0,abnb_796990183981863041,0,1.0,4.2,28,1,Single Room with city view / Shared bathroom/Deira,14868.2,33.45,161.61,25.2561,55.3302
0,abnb_798267716725052264,0,1.0,3.6,23,2,DBL room (queen bed) no view - Shared bath - Deira,14860.86,30.48,166.98,25.2561,55.3302
0,abnb_51187688,0,1.0,4.0,4,2,Cozy Studio at The Matrix Sports City,14831.47,80.0,370.79,25.0393,55.2206
0,abnb_1049227326532291781,0,1.0,5.0,1,2,"Bedroom, cozy double in Dubai",14831.47,43.97,290.81,25.2773,55.3096
0,abnb_849787280635658891,0,1.0,4.6,12,2,Huge Studio Size Place in Marina,14820.45,30.11,264.65,25.08838133,55.147571159
0,abnb_1068685412879016070,0,1.0,4.4,6,3,GuestReady - Dubai Serenity with Canal View,14816.78,53.12,871.58,25.189328844,55.283331626
0,abnb_53243879,0,1.0,,,2,Exclusive Studio Apartment near Expo,14809.44,19.31,528.91,24.94908,55.20366
0,abnb_697788732285868628,0,1.0,4.5,12,1,Lovely 1 bedroom rental near Burj Khalifa,14805.76,57.58,155.85,25.18269,55.27375
0,abnb_743284328185153835,0,1.0,5.0,1,2,Lovely serviced studio with beautiful view,14798.42,35.21,591.94,25.11425,55.13921
0,abnb_971402428762795705,0,1.0,4.6,3,2,'Licensed' Apt | Near Burj Khalifa & Dubai Mall,14791.07,80.65,591.64,25.1905,55.283
0,abnb_1082560856050666227,0,1.0,4.0,3,2,Exquisite studio apartment a Bliss in Business Bay,14791.07,58.33,422.6,25.18620689,55.281483515
0,abnb_892069671118376848,0,1.0,5.0,1,2,50% Discount GIVEN Charming studio in Dubai Marina,14769.03,85.42,360.22,25.06966522,55.128918015
0,abnb_868653858892951925,0,1.0,,,2,Private room 2950 monthly,14761.69,67.67,94.02,25.3113,55.3471
0,abnb_578655660169029728,0,1.0,,,2,Serene Studio Apartment I near Expo,14739.65,82.46,313.61,24.94914,55.20362
0,abnb_1098207973105850192,0,1.0,,,2,Charming Studio in Jewelz Residence ArjanDubailand,14735.98,43.1,589.44,25.0643,55.2431
0,abnb_1006364261428811860,0,1.0,5.0,3,3,pvt room with ensuit bathroom,14699.25,47.4,179.26,25.281728616,55.410163664
0,abnb_643774614752384992,0,1.0,3.0,2,2,Relaxing studio apartment (Minimum stay of 5 days),14695.57,34.13,257.82,25.23998,55.26874
0,abnb_609922671841690797,0,1.0,3.6,5,2,Cozy Studio in Sports City!,14688.23,63.81,219.23,25.04049,55.21869
0,abnb_929397212195263869,0,1.0,,,2,Contemporary Studio in Downtown,14680.88,29.23,386.34,25.187608026,55.279410201
0,abnb_836177750781019587,0,1.0,,,2,Unique studio at Astoria,14677.21,46.02,282.25,25.065434219,55.211146635
0,abnb_1035178437593056231,0,1.0,5.0,1,2,Modern Design |10 Min to Burj Khalifa & Dubai Mall,14666.19,29.31,862.72,25.189926777,55.283337188
0,abnb_54365208,0,1.0,4.0,1,2,"Blueground | Central Park Tower, pool & gym",14662.52,100.0,472.98,25.2054,55.2753
0,abnb_983083785751128886,0,1.0,4.6,6,3,Modern Studio with Pool view in Damac Hills 1,14658.84,72.0,271.46,25.020884092,55.244367004
0,abnb_39329951,0,1.0,4.2,22,2,Amaze Private Studio in Marina with Daily Cleaning,14655.17,46.67,348.93,25.08153,55.14152
0,abnb_720756968730111640,0,1.0,4.2,5,2,Lavish Studio Apartment in DAMAC Maison Prive,14651.5,41.49,375.68,25.18367,55.27692
0,abnb_1118604367133307567,0,1.0,4.0,1,2,Sweet Rose Home,14618.44,73.33,332.24,25.0611,55.2439
0,abnb_808594337014112045,0,1.0,4.1,10,2,Spacious Studio with a view,14607.42,84.04,184.9,25.044786113,55.227491887
0,abnb_53852798,0,1.0,5.0,2,2,"RH- Spacious Studio in Al Waleed Paradise, JLT",14607.42,50.63,365.19,25.07803,55.14455
0,abnb_1077556590122087970,0,1.0,,,2,Amazing golf course views studio,14603.75,87.3,265.52,25.0254,55.2445
0,abnb_1043170853542599190,0,1.0,5.0,1,2,Burj Khalifa & Fountain view,14592.73,66.67,1216.06,25.193671988,55.274716225
0,abnb_1052711489894741579,0,1.0,5.0,1,2,OFFER! 50% OFF GIVEN! Charming studio sleeps 2!,14581.71,59.18,502.82,25.065798868,55.213193512
0,abnb_761402156061557882,0,1.0,4.0,10,3,Modern & Minimalist Studio Near to Expo City Dubai,14574.36,48.97,205.27,24.9453,55.2097
0,abnb_1148412653027093505,0,1.0,,,2,Warm Cozy Partial Sea View Studio in Dubai Marina,14563.35,58.49,469.79,25.069,55.129
0,abnb_886628434741810246,0,1.0,4.8,4,2,"Spacious Studio in MYKA, Near City Centre Meaisem",14563.35,44.35,264.79,25.031477464,55.193242284
0,abnb_1037097512659610321,0,1.0,5.0,5,2,Lux Stuido Apartment Burj Khalifa,14563.35,21.36,661.97,25.1921,55.2724
0,abnb_686631933996379658,0,1.0,4.9,39,2,Lovely 1-bedroom unit/townhouse private compound,14526.62,74.45,142.42,24.8632,55.1405
0,abnb_1123463499453177528,0,1.0,4.5,2,3,Cozy Studio w/ Canal Views - Sleeps 3!,14522.94,47.06,453.84,25.183470732,55.276225867
0,abnb_1010426807143364360,0,1.0,4.8,11,2,Feel like a home,14508.25,65.17,250.14,25.2146,55.3033
0,abnb_788006417477689047,0,1.0,4.6,13,1,Burjuman metro Unisex Partion room R-03,14493.56,71.57,66.18,25.25874,55.30466
0,abnb_1026250119940171193,0,1.0,4.8,15,2,New! Nice studio in Azizi Farhad,14475.19,31.5,361.88,25.225920211,55.314377318
0,abnb_1073120312668897529,0,1.0,4.8,6,2,Studio with all amenities Spirit Tower,14464.18,58.2,203.72,25.040391945,55.218828789
0,abnb_1020731899733200294,0,1.0,1.0,1,1,Petite chambre near dxb,14449.48,60.82,122.45,25.262766696,55.321300186
0,abnb_565893032984112373,0,1.0,4.4,30,2,~Lovely Deluxe Studio - Serviced Apartment~,14449.48,32.74,197.94,25.27365,55.30478
0,abnb_1122269094046854541,0,1.0,,,2,GuestReady - A Sanctuary Above the Clouds,14442.14,88.89,361.05,25.185748698,55.257935012
0,abnb_1103380286704344804,0,1.0,5.0,1,2,Boutique Studio in Wilton Park MBR City,14434.79,71.43,481.16,25.165450059,55.277345626
0,abnb_587673511892915165,0,1.0,4.4,38,3,"Entire serviced Beachfront Studio, sea view.",14434.79,24.31,412.42,25.07739,55.1335
0,abnb_785200206609178900,0,1.0,,,2,Modern Downtown Dubai Studio; Burj Khalifa View,14412.75,45.57,400.35,25.1877195,55.2672394
0,abnb_1112867221076506245,0,1.0,5.0,2,2,Silkhaus Elegant Studio Near Silicon Central Mall,14409.08,71.05,266.83,25.11044,55.3773
0,abnb_1107678839676917119,0,1.0,5.0,3,2,"OFFER! 50% OFF! Come, I'm a studio that sleeps 2!",14398.06,83.33,239.97,25.15426374,55.408838528
0,abnb_998256287199575443,0,1.0,4.7,19,1,Budget clean Private room in dxb,14398.06,63.5,86.22,25.264816248,55.321963847
0,abnb_997125805986810120,0,1.0,4.5,2,2,Enjoy 5 Star Taste in Apartment,14394.39,35.65,351.08,25.26372,55.31335
0,abnb_50315441,0,1.0,4.8,29,2,Spacious Studio w/ Full Marina Mall & Walk View,14383.37,36.92,599.31,25.078733,55.137527
0,abnb_959953198709768132,0,1.0,5.0,1,2,Sleek Studio Offering Unobstructed City Views,14383.37,26.83,653.79,25.025413513,55.24446106
0,abnb_1127218249509802603,0,1.0,5.0,2,2,Riviera Residence w Huge Terrace,14361.33,65.88,256.45,25.172530178,55.300390558
0,abnb_896306552038850569,0,1.0,4.9,24,2,Nice Studio with Burj Khalifa & Canal View,14353.99,26.4,434.97,25.1867,55.282
0,abnb_1146915127741008603,0,1.0,4.5,4,2,Romantic Studio with Sea View - Palm Views West,14350.31,50.0,717.52,25.116909123,55.135443781
0,abnb_1025298112098131188,0,1.0,2.5,2,2,9. DubaiPrimeSpot#Central Dubai,14331.95,51.46,135.21,25.2331,55.2732
0,abnb_1043188674102657623,0,1.0,5.0,11,2,CozyArtStudio - Pool view / brand-new building JVC,14324.6,94.29,434.08,25.0674,55.2066
0,abnb_1112037004212370543,0,1.0,4.4,3,2,Silkhaus Modern Studio Near Silicon Oasis Mall,14324.6,57.29,260.45,25.10726439,55.37700475
0,abnb_15994649,0,1.0,2.8,8,2,Walking Distance From Burj Khalifa!,14320.93,46.67,511.46,25.19184,55.28105
0,abnb_1037077948227649007,0,1.0,,,2,Near Atana Hotel,14317.26,95.45,681.77,25.205479608,55.269842226
